Batch,Study ID,Uploaded filename,Verified title,First author / organisation,Year,Publication / source,Document role,Core survey eligibility,Reason / relevance,PDF status,Local sandbox path,Matched corpus record,Metadata verified,Full-text extraction status,Notes,Upload date
6,18,2605.15338v2.pdf,Hidden in Memory: Sleeper Memory Poisoning in LLM Agents,Sidharth Pulipaka et al.,2026,arXiv preprint / under review,Attack / delayed activation,Include candidate,"Direct three-stage persistent-memory attack covering write, later retrieval, and downstream behavior across future conversations. Core sleeper and causal-chain evidence.",Complete PDF,/mnt/data/2605.15338v2.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 18. Record write, retrieval, behavioral-use rates, model families, memory managers, and adaptive-defense results.",2026-07-16
6,17,2605.01970v3.pdf,Trojan Hippo: Weaponizing Agent Memory for Data Exfiltration,Debeshee Das et al.,2026,arXiv preprint,Attack / exfiltration,Include candidate,"Direct persistent-memory exfiltration attack with single-tool-call ingestion, long dormancy, topic-triggered activation, four memory backends, adaptive red teaming, and defense utility analysis.",Complete PDF,/mnt/data/2605.01970v3.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 17. Central privacy, delayed activation, evidence-chain, and security–utility trade-off study.",2026-07-16
6,16,2603.15125v3.pdf,From Storage to Steering: Memory Control Flow Attacks on LLM Agents,Zhenlin Xu et al.,2026,arXiv preprint,Attack / control flow,Include candidate,Directly shows that stored action-oriented policies can override user instructions and persistently alter tool selection and ordering across tasks.,Complete PDF,/mnt/data/2603.15125v3.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 16. Extract control-flow traces, persistence horizon, deviation metrics, frameworks, and mitigation results.",2026-07-16
6,15,2512.16962v1.pdf,MemoryGraft: Persistent Compromise of LLM Agents via Poisoned Experience Retrieval,Saksham Sahai Srivastava and Haoyu He,2025,arXiv preprint,Attack / experience memory,Include candidate,"Indirectly implants malicious successful experiences that are later semantically retrieved and imitated, creating trigger-free procedural drift across sessions.",Complete PDF,/mnt/data/2512.16962v1.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 15. Core evidence for episodic/procedural memory, semantic imitation, and experience-to-action contamination.",2026-07-16
6,14,18062_InjecMEM_Memory_Injectio.pdf,InjecMEM: Memory Injection Attack on LLM Agent Memory Systems,Anonymous authors,2026,ICLR 2026 submission / OpenReview,Attack / memory injection,Include candidate,Direct one-interaction memory injection against layered MemoryOS using a retriever-agnostic anchor and adversarial command robust to memory drift and fused contexts.,Complete PDF,/mnt/data/18062_InjecMEM_Memory_Injectio.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 14. Keep authors anonymous until an official version is available; record targeted generation, retrieval rate, persistence, and indirect tool-write path.",2026-07-16
6,13,2604.02623v2.pdf,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents",Wei Zou et al.,2026,arXiv preprint / under review,Attack / web-agent memory,Include candidate,"Direct environment-only poisoning of trajectory memory through manipulated web observations, producing cross-session and cross-site compromise without direct memory access.",Complete PDF,/mnt/data/2604.02623v2.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 13. Extract consolidated versus unconsolidated memory, frustration effects, models, tasks, and permission-defense bypass.",2026-07-16
6,12,2025.acl-long.1227.pdf,Unveiling Privacy Risks in LLM Agent Memory,Bo Wang et al.,2025,ACL 2025,Attack / privacy extraction,Include candidate,Peer-reviewed black-box Memory EXTRaction Attack against private user-agent interaction records in long-term memory. Core confidentiality evidence.,Complete PDF,/mnt/data/2025.acl-long.1227.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 12. DOI 10.18653/v1/2025.acl-long.1227; extract attacker knowledge, agents, leakage metrics, and memory-design factors.",2026-07-16
6,11,16400_Memory_Injection_Attacks.pdf,Memory Injection Attacks on LLM Agents via Query-Only Interaction,Shen Dong et al.,2025,NeurIPS 2025,Attack / query-only injection,Include candidate,Peer-reviewed query-only attack that induces the agent to generate and store malicious demonstrations without direct memory access.,Complete PDF,/mnt/data/16400_Memory_Injection_Attacks.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 11. Extract bridging steps, progressive shortening, agents/domains, injection success, and attack-access assumptions.",2026-07-16
6,10,NeurIPS-2024-agentpoison-red-teaming-llm-agents-via-poisoning-memory-or-knowledge-bases-Paper-Conference.pdf,AgentPoison: Red-Teaming LLM Agents via Poisoning Memory or Knowledge Bases,Zhaorun Chen et al.,2024,NeurIPS 2024,Attack / backdoor,Include candidate,Foundational peer-reviewed backdoor attack on long-term agent memory and RAG knowledge bases using optimized embedding-space triggers.,Complete PDF,/mnt/data/NeurIPS-2024-agentpoison-red-teaming-llm-agents-via-poisoning-memory-or-knowledge-bases-Paper-Conference.pdf,Yes,Yes,Ready for extraction,"Matches corpus ID 10. Extract poison rate, retrieval rate, ASR, benign utility, transferability, and direct-write assumption.",2026-07-16
6,9,2605.06716v1.pdf,From Storage to Experience: A Survey on the Evolution of LLM Agent Memory Mechanisms,Jinghao Luo et al.,2026,arXiv preprint,Survey / memory mechanisms,Background,"Capability-oriented survey of storage, reflection, and experience stages in agent memory. Useful for architectural foundations and terminology, but not part of the primary forensic corpus.",Complete PDF,/mnt/data/2605.06716v1.pdf,Yes,Yes,Not required,Matches corpus ID 9. Use to support the background taxonomy of memory evolution and mechanisms.,2026-07-16
7,8,2512.23343v1.pdf,AI Meets Brain: A Unified Survey on Memory Systems from Cognitive Neuroscience to Autonomous Agents,Jiafeng Liang et al.,2025,arXiv preprint / ACM-style manuscript,Survey / memory foundations,Background,"Broad interdisciplinary survey connecting cognitive neuroscience and agent memory, including taxonomy, lifecycle, benchmarks, and a limited security section. Useful for foundational definitions, but not primary evidence.",Complete PDF,/mnt/data/2512.23343v1.pdf,Yes,Yes,Not required,Matches corpus ID 8. Use in the background and related-survey comparison.,2026-07-16
7,7,1-s2.0-S1566253525010036-main.pdf,"Security of LLM-Based Agents Regarding Attacks, Defenses, and Applications: A Comprehensive Survey",Yaxin Tang et al.,2026,Information Fusion 127 (2026) 103941,Survey / broad agent security,Background,"Peer-reviewed broad survey of attacks, defenses, and security applications of LLM agents. Memory poisoning is one component, so it provides broader-but-shallower positioning.",Complete PDF,/mnt/data/1-s2.0-S1566253525010036-main.pdf,Yes,Yes,Not required,Matches corpus ID 7. DOI 10.1016/j.inffus.2025.103941; official journal metadata verified from the uploaded publisher PDF.,2026-07-16
7,6,2603.21654v1.pdf,"Towards Secure Retrieval-Augmented Generation: A Comprehensive Review of Threats, Defenses and Benchmarks",Yanming Mu et al.,2026,arXiv preprint,Survey / RAG security,Background,"Comprehensive static-RAG security survey covering poisoning, privacy, defenses, and benchmarks. Important for explicitly distinguishing persistent agent memory from operator-curated retrieval corpora.",Complete PDF,/mnt/data/2603.21654v1.pdf,Yes,Yes,Not required,Matches corpus ID 6. Use as adjacent-survey evidence only.,2026-07-16
7,5,2404.13501v1.pdf,A Survey on the Memory Mechanism of Large Language Model Based Agents,Zeyu Zhang et al.,2024,arXiv preprint / ACM TOIS version available,Survey / memory mechanisms,Background,"Canonical memory-mechanism survey covering definitions, design, evaluation, and applications. It provides the architectural baseline that the forensic survey extends.",Complete PDF,/mnt/data/2404.13501v1.pdf,Yes,Yes,Not required,Matches corpus ID 5. Cite the peer-reviewed ACM TOIS version when bibliographic metadata is finalised.,2026-07-16
7,4,2512.13564v2.pdf,"Memory in the Age of AI Agents: A Survey—Forms, Functions and Dynamics",Yuyang Hu et al.,2026,arXiv preprint,Survey / agent memory,Background,"Large general survey distinguishing agent memory from LLM memory, RAG, and context engineering, and organising memory by forms, functions, and dynamics. Central background comparator.",Complete PDF,/mnt/data/2512.13564v2.pdf,Yes,Yes,Not required,Matches corpus ID 4. Uploaded revision is dated January 2026; update corpus year accordingly.,2026-07-16
7,3,2606.30306v1.pdf,"Always-On Agents: A Survey of Persistent Memory, State, and Governance in LLM Agents",Tianyu Ding et al.,2026,arXiv preprint,Survey / persistent state and governance,Background / close comparator,"Close survey on persistent state, authority, scope, mutability, provenance, recoverability, actionability, lifecycle governance, and rollback. It overlaps with governance and recovery but not with the proposed forensic incident-reconstruction focus.",Complete PDF,/mnt/data/2606.30306v1.pdf,Yes,Yes,Not required,Matches corpus ID 3. Must be included in the direct comparison table and novelty discussion.,2026-07-16
7,2,2606.04990v4.pdf,From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,Yiqi Wang et al.,2026,arXiv preprint,Survey / execution provenance,Background / highest-overlap comparator,"Closest provenance-oriented survey, covering evidence tracing, execution graphs, memory provenance, audit, diagnosis, and recovery. The present survey must distinguish persistent-memory incidents, causal confidence, blast radius, anti-forensics, and recovery completeness.",Complete PDF,/mnt/data/2606.04990v4.pdf,Yes,Yes,Not required,Matches corpus ID 2. Treat as a principal competing survey in the positioning section.,2026-07-16
7,1,2604.16548v2 (1).pdf,"A Survey on Long-Term Memory Security in LLM Agents: Attacks, Defenses, and Governance Across the Memory Lifecycle",Zehao Lin et al.,2026,arXiv preprint,Survey / LTM security,Background / primary competitor,"Primary competing survey organising attacks and defenses across six memory-lifecycle phases and four security objectives, with Verifiable Memory Governance primitives. It does not centre post-incident evidence sufficiency and causal reconstruction.",Complete PDF,/mnt/data/2604.16548v2 (1).pdf,Yes,Yes,Not required,Matches corpus ID 1. Must anchor the overlap and differentiation analysis.,2026-07-16
8,83,2605.16746v1.pdf,State Contamination in Memory-Augmented LLM Agents,Yian Wang et al.,2026,arXiv preprint,Attack/failure,Core include,Persistent-state contamination and memory laundering; added by the terminology-robustness search.,Verified public full text,,Yes,Yes,Completed,Master record 83; manuscript Appendix ID 68. Reviewed PDF is not redistributed.,2026-07-25
8,84,2604.09747v1.pdf,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,Xingyu Lyu et al.,2026,arXiv preprint,Attack / privacy extraction,Core include,Black-box adaptive data extraction from persistent agent memory; added by the terminology-robustness search.,Verified public full text,,Yes,Yes,Completed,Master record 84; manuscript Appendix ID 69. Reviewed PDF is not redistributed.,2026-07-25
8,85,2605.08442v4.pdf,Defense Effectiveness Across Architectural Layers: A Mechanistic Evaluation of Persistent Memory Attacks on Stateful LLM Agents,Jun Wen Leong,2026,arXiv preprint,Defense / mechanistic evaluation,Core include,Architecture-layer evaluation of persistent-memory attacks and defenses; added by the terminology-robustness search.,Verified public full text,,Yes,Yes,Completed,Master record 85; manuscript Appendix ID 70. Reviewed PDF is not redistributed.,2026-07-25
8,86,2605.06812v1.pdf,Towards Security-Auditable LLM Agents: A Unified Graph Representation,Chaofan Li et al.,2026,arXiv preprint,Provenance / auditing system,Core include,Agent-BOM graph representation for root-cause analysis and multi-agent propagation; added by the terminology-robustness search.,Verified public full text,,Yes,Yes,Completed,Master record 86; manuscript Appendix ID 71. Reviewed PDF is not redistributed.,2026-07-25
